,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 18",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:50.6,6385,3,3,0.2256081,0.193853942,0.788257838,120.4410586,[[0;1.03322210134286][1;0.0167115790961505][0.0804973579061239;0.744827089695495][0.0108238130745041;0.927470468569926][...]],0.037396743,16,223622055,32,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 20",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.5,5864,3,3,0.942004528,0.272658151,1.422373314,119.7246621,[[0;1.15326707959077][1;0.0795372997274962][0.0727040761812012;0.863822937656822][0.678197036658305;0.269219996736783][...]],0.067843697,16,1286351675,32,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 19",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.1,6258,3,3,0.615751133,0.244220173,1.365439989,120.0509155,[[1;0.0508615769963446][0;1.09934850251416][0.238732292109866;0.591227791116809][0.350382536442919;0.493997857354343][...]],0.065504811,16,349554341,32,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 19",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:45.1,6385,3,3,0.133051059,0.179090597,0.665084235,120.5336156,[[1;0.00844367663682331][0;1.01681742216573][0.863942103006912;0.0795497396129624][0.453741894954806;0.337576664896685][...]],0.0362619,16,1973440526,32,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 16",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,01:33.9,6542,3,3,0.171665928,0.140228591,0.399312165,120.4950007,[[1;0.0118595029384856][0;1.02357013477305][0.430934747422288;0.359599677245277][0.0329273454487686;0.840228314259237][...]],0.032224552,16,508483336,32,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.6,6955,5,5,0.130634145,0.220297947,1.005329878,120.5360325,[[1;0.00450621624651032][0;1.00878528344426][0.820376716647933;0.10535558832074][0.0864451096849494;0.722082815284154][...]],0.049415334,10,1474435305,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 20",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:50.1,6258,3,3,0.286944965,0.301010254,1.477770086,120.3797217,[[1;0.0218182337292087][0;1.04317661970885][0.595916892295893;0.254725158960519][0.119779336551766;0.689695489149975][...]],0.044539391,16,730733948,32,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 20",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.1,6385,3,3,0.188717693,0.180435928,0.820298194,120.477949,[[1;0.0137535204687914][0;1.02736123623261][0.556581113822622;0.271162504788089][0.669381917392658;0.198084110136529][...]],0.026351226,16,1638709791,32,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 17",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.4,6542,3,3,0.202287104,0.165745668,0.595137915,120.4643796,[[0;1.02875393412477][1;0.0144730439917681][0.0827144976245446;0.737737141626946][0.0131340248378843;0.912595114164639][...]],0.05611281,16,85635983,32,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.8,6955,5,5,0.244555609,0.198342778,0.646195602,120.4221111,[[0;1.02545085886266][1;0.0127929649038647][0.743895473231171;0.152141991590749][0.233340086464026;0.536381457456623][...]],0.082293722,10,2029959548,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 1",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.9,6471,5,5,0.258312717,0.23056903,0.954602177,120.4083539,[[1;0.0166349153503531][0;1.03305027042736][0.261496954514728;0.514854230230582][0.1107741268485;0.696831990313956][...]],0.076492358,10,1327247426,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 1",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.0,6135,5,5,0.261122095,0.191652312,1.059257377,120.4055446,[[1;0.0174370486703358][0;1.03458017944211][0.778295694500127;0.137315480158642][0.0599987469883585;0.785443021469033][...]],0.06851336,10,1024910472,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 18",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:42.1,6542,3,3,0.090934582,0.147259642,0.444260089,120.5757321,[[0;1.00826394465573][1;0.00405886418586561][0.500234670714202;0.298261204081369][0.277413202697412;0.479415055170721][...]],0.031686282,16,973673674,32,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.1,6955,5,5,0.182984105,0.18477643,0.714983189,120.4836826,[[0;1.01989125001062][1;0.00994951591969519][0.0814226377917163;0.733410253376315][0.830894806036188;0.102064822203417][...]],0.059002447,10,1561050882,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 2",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.2,6471,5,5,0.260442142,0.193478367,0.837729309,120.4062245,[[0;1.03329137918465][1;0.0167728558383593][0.111121054126766;0.725452047772349][0.381766167045407;0.413059119579116][...]],0.053771595,10,1148925557,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 2",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.6,6135,5,5,0.430574651,0.220473945,1.110795296,120.236092,[[0;1.0634107964488][1;0.0321513830643249][0.474298253152886;0.355643883682922][0.0913889319674459;0.767130318890245][...]],0.060934253,10,1434736416,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 19",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.9,6542,3,3,0.142838924,0.139922276,0.409372189,120.5238277,[[0;1.00943513555991][1;0.00958587048188949][0.205553474300733;0.562500584656282][0.295114528916069;0.472793365511414][...]],0.026403883,16,1011056129,32,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.4,6955,5,5,0.228726865,0.212594318,0.773578775,120.4379398,[[0;1.02656105426001][1;0.0133659951720958][0.090626908121597;0.721572537479801][0.602508875096652;0.245348192827127][...]],0.073932558,10,1571677742,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.2,6471,5,5,0.269043936,0.201610182,0.81439077,120.3976227,[[0;1.03672330509588][1;0.01852745090981][0.655428777965656;0.21244930242709][0.873287458872572;0.0852150644755506][...]],0.055676784,10,1499062804,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 20",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:41.9,6542,3,3,0.260256838,0.158769314,0.566818259,120.4064098,[[0;1.03961260115523][1;0.0199995186742721][0.0625773871749562;0.7854063830628][0.238576612016284;0.542510159102208][...]],0.035524777,16,1281180944,32,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.5,6135,5,5,0.469489718,0.214724499,1.062675825,120.1971769,[[1;0.0350473228307873][0;1.06859730653689][0.679644171923886;0.216617666219224][0.40252914223456;0.413014931996836][...]],0.072725616,10,2081703274,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.3,6955,5,5,0.210863186,0.177392984,0.573570124,120.4558035,[[1;0.0119378538610465][0;1.02373021869627][0.511021089294466;0.309056200492511][0.674040517629487;0.193105209965675][...]],0.077746015,10,401923691,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.6,6471,5,5,0.234556531,0.234844028,1.153999506,120.4321101,[[0;1.02810057070714][1;0.0139552826382246][0.405477609324684;0.388770729781252][0.156424452975999;0.636500046074869][...]],0.075414934,10,480650724,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 1",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.0,5784,5,5,0.8233375,0.242337098,1.89101502,119.8433292,[[0;1.13072800115902][1;0.0673711347140116][0.657986311814599;0.268172100660719][0.840335131713597;0.155951021860673][...]],0.05449762,10,229522083,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.9,6135,5,5,0.407886851,0.176983343,0.859582964,120.2587798,[[1;0.0300047168036586][0;1.0590173371451][0.792001102095471;0.14331574061043][0.046870121656127;0.836431318269633][...]],0.059960639,10,1934024286,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.1,6955,5,5,0.22362935,0.195066915,0.691348562,120.4430373,[[1;0.0135984149373732][0;1.02719599321923][0.292804580590447;0.483405640683544][0.779041758851735;0.138327575574846][...]],0.100486866,10,165447580,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.0,6471,5,5,0.219578139,0.211069763,0.90021237,120.4470885,[[0;1.02785391509605][1;0.014022627322527][0.639412580983701;0.218253457743662][0.849157050753977;0.0940143792271776][...]],0.085830159,10,1564230510,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 2",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:42.5,5784,5,5,1.179134287,0.256324171,1.915712408,119.4875324,[[0;1.18725455865203][1;0.0976424568770776][0.0319102490553733;0.992895252500166][0.18188871725911;0.72499397365051][...]],0.057855672,10,920309398,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.5,6135,5,5,0.382101521,0.2219961,1.184226866,120.2845651,[[1;0.0275814101612648][0;1.05608093547363][0.714636496484134;0.188574125367351][0.327826504368316;0.469400871375606][...]],0.072615918,10,292144349,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.8,6955,5,5,0.154106714,0.204483549,0.936283312,120.51256,[[0;1.01592169715108][1;0.00794987201152351][0.164189764936508;0.611337514959418][0.0499311689631118;0.795825988476565][...]],0.048348159,10,837875899,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.6,6471,5,5,0.341903951,0.217511771,0.848235084,120.3247627,[[0;1.04829426143373][1;0.0244318384747632][0.273410893808297;0.515036615286845][0.5;0.324314189071093][...]],0.095310209,10,750443840,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.3,5784,5,5,0.994484755,0.248938427,1.905758582,119.6721819,[[0;1.1577202600491][1;0.0817460390632164][0.229207781277827;0.647638638791862][0.407957316942984;0.473912310053176][...]],0.067002814,10,1260951253,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.8,6135,5,5,0.459911835,0.209783112,1.14315297,120.2067548,[[0;1.0676732212404][1;0.0346178333741598][0.362969172028472;0.445586027722074][0.735494441697194;0.181889867332602][...]],0.071573955,10,2133688626,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.7,6955,5,5,0.231661469,0.174296956,0.576235466,120.4350052,[[1;0.0151832027586541][0;1.03010979452869][0.225418231598625;0.548282530165391][0.407576116751971;0.382225187048619][...]],0.070688437,10,1783053103,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.4,5784,5,5,0.775276808,0.257417772,1.866047325,119.8913899,[[0;1.12092419182696][1;0.0621773368951223][0.454702908614885;0.407018434089084][0.0352789510337093;0.922079401083718][...]],0.074442123,10,1101379870,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 7",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.8,6471,5,5,0.302654991,0.190220129,0.817562189,120.3640117,[[0;1.04065170347557][1;0.0204820876455707][0.505127142306388;0.315567487679164][0.7789;0.140299735782856][...]],0.080267177,10,1763582389,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.8,6135,5,5,0.635030507,0.224073119,1.107101479,120.0316362,[[1;0.0498545672360665][0;1.09745314112599][0.177082264896933;0.659324535385821][0.364102688631806;0.480077133319863][...]],0.057443101,10,946712239,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.4,6955,5,5,0.184515347,0.182321058,0.675414812,120.4821513,[[1;0.0104992270486626][0;1.0208529200032][0.830027668141728;0.101132245577152][0.373849240626497;0.418564926017147][...]],0.057004992,10,1355590490,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:42.7,5784,5,5,1.060186822,0.263634087,1.991814481,119.6064798,[[1;0.087464712648742][0;1.17083756884005][0.0877497455302019;0.852233523787843][0.239984224096608;0.642323580270067][...]],0.090927295,10,1893353667,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 8",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.4,6471,5,5,0.189382549,0.234475454,1.063477319,120.4772841,[[0;1.0220151011013][1;0.0110674287371673][0.33;0.441202576160927][0.556129315538037;0.268446963346057][...]],0.067115875,10,1477897381,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 8",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.7,6135,5,5,0.312729922,0.218846079,1.146920172,120.3539367,[[1;0.0209640915120045][0;1.04169775741076][0.376937851922063;0.415014752694166][0.146721919000944;0.650600988304774][...]],0.072467878,10,194911381,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 6",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:42.8,5784,5,5,0.676323142,0.262338252,1.947005079,119.9903435,[[1;0.0545843450599598][0;1.10647595132362][0.0576337002229984;0.853948124574636][0.137261157124149;0.716763019271346][...]],0.084684761,10,1519986433,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.2,6955,5,5,0.215021455,0.188649315,0.639017517,120.4516452,[[1;0.00927619311467687][0;1.01885707479213][0.267005622699049;0.533599062554767][0.181973799791887;0.731120007766227][...]],0.064166328,10,78982820,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 9",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.2,6471,5,5,0.192987795,0.212899753,1.002150189,120.4736789,[[1;0.0116811414902138][0;1.02322510809485][0.413685348368296;0.372615896811948][0.283573065945891;0.484563054216617][...]],0.092303733,10,649775831,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 9",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.0,6135,5,5,0.402638013,0.189399106,0.929411983,120.2640287,[[1;0.0284930574038126][0;1.05621777718995][0.197037301177817;0.600022477526996][0.0206175920826563;0.908648781845694][...]],0.082977543,10,409900844,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 7",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.6,5784,5,5,1.040985534,0.297422536,2.095652746,119.6256811,[[1;0.0861272682401059][0;1.16572192333661][0.723972852652987;0.248460380336426][0.179758575671051;0.708565114766754][...]],0.074567352,10,802984925,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.8,6955,5,5,0.156385033,0.194488693,0.894120991,120.5102816,[[0;1.0136261988911][1;0.00640947826004223][0.382000723841135;0.39395744028232][0.690830672034634;0.218394648628435][...]],0.06305013,10,760259443,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 10",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.8,6471,5,5,0.249372989,0.196309712,0.872216571,120.4172937,[[0;1.03405742870939][1;0.0168918028105512][0.67;0.201480109293107][0.869267491934954;0.0931876757052714][...]],0.057231889,10,862021700,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 10",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.5,6135,5,5,0.39260425,0.20902342,1.15684978,120.2740624,[[1;0.0293877388133598][0;1.05794294776247][0.772573788152077;0.153890572156958][0.114708036943555;0.709583678420683][...]],0.06464394,10,808481068,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 8",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:43.6,5784,5,5,0.695682168,0.251953132,2.019536082,119.9709845,[[0;1.10630754705857][1;0.0559856644832238][0.754647928620202;0.194141519781514][0.600290062857885;0.293045862262364][...]],0.058342509,10,2023786972,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.6,6955,5,5,0.154716634,0.202950412,0.695846627,120.51195,[[1;0.00693852271538697][0;1.01384250678017][0.0705909484188496;0.746470878787048][0.289913526080081;0.507900730864057][...]],0.066428425,10,506917427,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 11",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:46.0,6471,5,5,0.253922318,0.202262892,0.855358615,120.4127443,[[0;1.03340302478891][1;0.0171588128231538][0.254765683223424;0.520713944863729][0.0987411555901155;0.714126001427753][...]],0.063674744,10,979573262,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 11",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:45.0,6135,5,5,0.36275043,0.224834015,1.179490923,120.3039162,[[1;0.0256798320561965][0;1.05073212336862][0.72744071318387;0.176463704320647][0.176405386692671;0.620064337589464][...]],0.075180128,10,1152749198,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 9",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:42.8,5784,5,5,1.415872378,0.219502953,1.793707939,119.2507943,[[0;1.22676249332802][1;0.119172197567444][0.564264763363697;0.394792968781523][0.799824996640449;0.236212407508789][...]],0.073867446,10,922243330,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.4,6955,5,5,0.197237978,0.194693135,0.712180052,120.4694287,[[1;0.0110244199992863][0;1.02177838964272][0.356002821568211;0.419775544652901][0.572991136626375;0.257050940195134][...]],0.063461403,10,449946344,20,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 12",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.9,6471,5,5,0.198655447,0.238703545,0.973000427,120.4680112,[[1;0.0114198913796682][0;1.02063759960037][0.435928882510414;0.355571302467094][0.678680931637718;0.190043239623604][...]],0.079596194,10,1969182011,20,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 12",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:44.6,6135,5,5,0.558062705,0.207866245,1.163935025,120.108604,[[0;1.08308639397684][1;0.0428395456099692][0.584466961339673;0.329915900145375][0.384805678186105;0.442033224027823][...]],0.067239101,10,27832612,20,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 10",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:42.8,5784,5,5,1.559852713,0.278296089,1.918523576,119.106814,[[1;0.131356518706469][0;1.2489054040452][0.377279293910269;0.565379858069962][0.190266058547111;0.761436648762447][...]],0.103304494,10,1056829592,20,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 14",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.2,6955,5,5,0.219233637,0.196954899,0.705905997,120.447433,[[1;0.0131664147144015][0;1.02686829770088][0.2683923328683;0.513941229324121][0.5;0.30986650734662][0.758600993432268;0.143936430564022][...]],0.069111737,10,563013702,20,ZDT1
